latent_key,group,chunk_id,mean_margin,std_margin,sem_margin,n
action_head_input,intervention_recovered_success,0,-0.0042467428299971435,0.014124078890910914,0.00391731466614445,13
action_head_input,intervention_recovered_success,1,-0.0012163736097646931,0.00886169820326442,0.0024577928661197674,13
action_head_input,intervention_recovered_success,2,0.012147333001726657,0.0,0.0,13
action_head_input,intervention_recovered_success,3,0.01729654531815759,0.014935153222287518,0.004142266211528375,13
action_head_input,intervention_recovered_success,4,0.01910803777698345,0.01880874240384748,0.005216606551081993,13
action_head_input,intervention_recovered_success,5,-0.010292006957658648,0.011026000132370503,0.0030580622185026603,13
action_head_input,intervention_recovered_success,6,-0.04352855770786463,0.015726185189121104,0.0043616590051398845,13
action_head_input,intervention_recovered_success,7,-0.03938234639366018,0.028650610847830955,0.007946249729632255,13
action_head_input,intervention_recovered_success,8,-0.04167926627787954,0.02758389466716249,0.007650395892265543,13
action_head_input,intervention_recovered_success,9,-0.013440557751765534,0.027140322436035983,0.007527371090442574,13
action_head_input,intervention_recovered_success,10,0.00523802821069441,0.018277569175779582,0.005069285604162567,13
action_head_input,intervention_recovered_success,11,0.00649285298039674,0.023672798136938948,0.0065656528858801366,13
action_head_input,intervention_recovered_success,12,-0.011536999690016677,0.02806999742471975,0.007785216539766862,13
action_head_input,intervention_recovered_success,13,-0.027089755517406396,0.03434006630955884,0.009524220760149834,13
action_head_input,intervention_recovered_success,14,-0.02051963104012932,0.038019569034236304,0.010544731201844761,13
action_head_input,intervention_recovered_success,15,-0.03186741148896875,0.0310364767468504,0.00860796987080884,13
action_head_input,intervention_recovered_success,16,-0.018884584306089105,0.038460900504143525,0.010667134528323715,13
action_head_input,intervention_recovered_success,17,-0.005948359671143821,0.04482222859640101,0.012431449498837859,13
action_head_input,intervention_recovered_success,18,0.004055867383451415,0.039353898568114415,0.011360491965981044,12
action_head_input,intervention_recovered_success,19,0.00862418177045888,0.029003829911691616,0.008372684503522637,12
action_head_input,intervention_recovered_success,20,0.03539707766237151,0.05049971422363252,0.014578011800506706,12
action_head_input,intervention_recovered_success,21,0.012884358832946521,0.058512142734398816,0.018503164181757292,10
action_head_input,intervention_recovered_success,22,0.0035344983464200147,0.05519256640120699,0.019513518986691132,8
action_head_input,intervention_recovered_success,23,-0.0016504552205710797,0.03374984541409863,0.012756242536082672,7
action_head_input,intervention_recovered_success,24,0.006089242491159575,0.0389539444554413,0.01472320708773158,7
action_head_input,intervention_recovered_success,25,0.00021554069543062125,0.04869003347024398,0.018403102841382402,7
action_head_input,intervention_recovered_success,26,0.02584188690878639,0.04619728149746669,0.01746093115564892,7
action_head_input,intervention_recovered_success,27,0.03462724092694899,0.02708160430662073,0.012111261633871002,5
action_head_input,intervention_recovered_success,28,0.023918136091840497,0.05060395472302417,0.02921620688139764,3
action_head_input,intervention_recovered_success,29,0.04433770818656704,0.006482306860502895,0.004583683138793676,2
action_head_input,intervention_recovered_success,30,0.030348279469866693,0.0,0.0,1
action_head_input,natural_failure,0,-0.010506667307851143,0.009956087592653607,0.0017331323906187466,33
action_head_input,natural_failure,1,-0.007516429974985627,0.00904092846359838,0.0015738236346063547,33
action_head_input,natural_failure,2,-0.010753275399750307,0.009120268879612118,0.0015876350282485762,33
action_head_input,natural_failure,3,-0.015664523945349444,0.021280230058920217,0.003704412566854813,33
action_head_input,natural_failure,4,-0.019725839313290066,0.023743070034090326,0.004133137976726414,33
action_head_input,natural_failure,5,-0.051155938910440756,0.019715144519899187,0.003431966144851872,33
action_head_input,natural_failure,6,-0.05317037604211471,0.022879468156924525,0.003982804186270452,33
action_head_input,natural_failure,7,-0.030719182687073,0.03098845194631096,0.005394397076509594,33
action_head_input,natural_failure,8,0.0006549876416684475,0.02228038799914251,0.003878517716674189,33
action_head_input,natural_failure,9,0.022177522598505615,0.01901060207576894,0.003309321047656381,33
